text,labels,split
I ca n't see a good scientific reason why I ca n't hold that this criteria is fulfilled at conception .,['FETAL/NEWBORN RIGHTS'],train
"On the one hand we are told that every child is a blessing , no matter how ill-conceived .",['MORAL/ETHICAL VALUES'],train
It ' s informed by my faith from beginning to end ... And I did this not just as it related to unborn babies ; I did it at the end of life issues as well .,['OTHER'],train
"As soon as you do that , you have thrown open the door to accepting all abortions , and the only question is whether you ’re consistent enough to recognize it .",['OTHER'],train
"Acceptance of an implantation-based definition of "" pregnancy "" would allow abortion providers to mischaracterize pills and technologies that work after conception but before implantation as "" contraception , "" making them potentially less subject to regulation and certainly more accept-able and attractive to consumers .",['RESPONSIBILITY'],train
"The charter of Birthright , the anti-abortion “ problem pregnancy ” counseling organization , prohibits referral for contraception .",['RESPONSIBILITY'],train
"Scalia , recall , once referred to clinics in an opinion announcement as “ abortion mills . ”",['ABORTION INDUSTRY'],train
"It ’s the position of someone that has some of their moral intuitions intact , like about how awful late-term abortion is , but they have n’t thought beyond the talking point they ’re using to justify other abortions .",['MORAL/ETHICAL VALUES'],train
"This undercuts even our weakest , least honest escape : to pretend that we do n't even know what an apple is , just so we have an excuse for pleading that we do n't know what an abortion is .",['OTHER'],train
"According to Heisman Trophy-winning football player Tim Tebow , "" the reason I ' m here "" is because his mother ignored the advice of doctors who recommended an abortion .",['CONSEQUENCES OF CHILDBIRTH'],train
"Trent Horn is in effect arguing that if you oppose infanticide but support abortion , you do n't have a leg to stand on .",['FETAL/NEWBORN RIGHTS'],train
"In 2005 , he swung at Kilgore as someone who “ believes that you ca n’t be anti-abortion unless you want to make abortion a crime . ”",['FETAL/NEWBORN RIGHTS'],train
"In past races , Virginia Republicans have thrown the kitchen sink at him : The 2005 governor ’s race , for example , saw GOP ads designed to alarm rural conservatives by claiming Kaine backed “ abortion on demand . ”",['OTHER'],train
“ Why would you claim to be a small government guy and propose such a dramatic reach into people ’s lives and personal decisions ? ”,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
Those who seek a pro-life culture must accept that we will never persuade 300 million Americans to agree with us .,['OTHER'],train
Your “ give them an inch ” argument is typical of the ingrained sense of persecution the so-called “ pro-lifers ” bear .,['OTHER'],train
"That belief — that horror — keeps pro-lifers marching , voting , donating , and phone-banking .",['OTHER'],train
"There is a huge chasm between their professed concern for “ human life ” and their actual care for it , which indicates an underlying emotional problem .",['FETAL/NEWBORN RIGHTS'],train
"They are desperate , alone , scared , probably ashamed , and without options .",['OTHER'],train
"If your worried about them feeling rejected , they may feel sad that you did n't want them , but it is likely that they will feel some gratitude that you let them live .","['CONSEQUENCES OF CHILDBIRTH', 'FETAL/NEWBORN RIGHTS']",train
I fight daily with wishing my mother had done the “ humane ” thing .,['OTHER'],train
"I refuse to go through the pain of carrying a rapist ' s unwanted child , go through the pain of labor and birth and then give the child away only to have it find me some number of years later to learn I hated it .","['ADOPTION', 'RAPE']",train
One brief mistake can take away a woman ' s childhood and trap her for life .,"['RESPONSIBILITY', 'CONSEQUENCES OF CHILDBIRTH', ""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
But that one slip-up can take away all her life plans and trap her .,"['RESPONSIBILITY', ""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
Take away her reproductive choice and you step onto a slippery slope .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
“ She is the reproductive freedom champion this country needs .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"No weight of society or majority moral opinion of philosophers , religious or even state leaders have the right to decide for her .","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'MORAL/ETHICAL VALUES']",train
"However , Gov . Johnson recognizes that the right of a woman to choose is the law of the land today , and has been for several decades .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Further , Gov . Johnson feels strongly that women seeking to exercise their legal right must not be subjected to persecution or denied access to health services by politicians in Washington or elsewhere who are insistent on politicizing such an intensely personal and serious issue . ""","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
The inalienable right to life of every innocent human being is an essential element of a civil society .,['FETAL/NEWBORN RIGHTS'],train
"Call it what you want , when an innocent group of human beings is targeted and exterminated by the millions , that is an injustice on par with any of history ' s most egregious atrocities .",['FETAL/NEWBORN RIGHTS'],train
Atrocities that remain unseen are easier to trivialize and easier to ignore .,['OTHER'],train
That is genocide . ”,['FETAL/NEWBORN RIGHTS'],train
"Because dilation and extraction abortions closely resemble the birthing process or miscarriage , people are often weary of this type of abortion .",['OTHER'],train
"A June 2003 study published by the peer-reviewed International Journal of Epidemiology estimated that about 15 % of first-trimester miscarriages are attributed to a prior history of induced abortion , and stated that "" Induced abortion by vacuum aspiration is associated with an increased risk of first-trimester miscarriage in the subsequent pregnancy .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
"This same report also found that "" among women whose pregnancies ended in a spontaneous or induced abortion , infection was the cause of death for 34 % of the women , followed by hemorrhage ( 22 % ) and other medical conditions ( 16 % ) .",['OTHER'],train
"Malta also has substantial abortion limitations and yet has among the lowest maternal death rate world-wide , lower than the United States .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
What about women who die in Catholic hospitals because the doctors must never choose a mother ' s life over the life of the child ?,"['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH', 'MORAL/ETHICAL VALUES']",train
"Something is wrong about the church being "" pro-life "" and choosing to prevent female vocations to the ministerial priesthood .","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'MORAL/ETHICAL VALUES']",train
What those women — and their unborn children — need are Christians with the courage and faith not to repeat the political folly of the last forty years .,['MORAL/ETHICAL VALUES'],train
"More than a century ago , the same women who fought for women ’s rights and for the rights of slaves to be free also fought to protect women and children from abortion .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Chief among them were Susan B. Anthony and Elizabeth Cady Stanton , who not only led the fight for the right of women to own property , to vote , and obtain equal education , but also spoke out against abortion .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Both instituted harsh abortion laws , outlawed other women ’s rights , and forced women to stay home , bear children , and be subservient to their husbands .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Ireland , for example , has incredibly restrictive abortion laws , a hangover from the days when it was the last outpost of the Vatican in Europe ( a situation I ’ve alluded to before ) .",['MORAL/ETHICAL VALUES'],train
"But whilst the Irish anti-abortion lobbyists boast of Ireland being abortion-free , this sanctimonious gloat ignores that fact that an average of 12 women a day travel to Britain for abortions , with others procuring abortificants online .","['ILLEGAL ABORTIONS', 'MORAL/ETHICAL VALUES']",train
Friends and family may disapprove of this action and can cause family problems or guilt may overcome the woman causing withdrawal from social activities .,['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
"These extra barriers do not dissuade women from seeking terminations , they merely add emotional and financial obstacles to obtaining them .",['ILLEGAL ABORTIONS'],train
"But independent groups have estimated that between 80,000 and 190,000 Polish women undergo terminations annually , either in “ backstreet ” procedures or by travelling abroad .",['ILLEGAL ABORTIONS'],train
Later Alito will suggest that “ Whole Woman ’s facilities have been cited for really appalling violations when they were inspected .,['OTHER'],train
Many corporations have faced criticism because women face much discrimination simply due to the fact that they bear children .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"And while it is true that there appears to be gradation in the psychological effects on mothers concomitant with the severity of their children ’s defects ( for instance , one study showed Down Syndrome children ’s mothers have better mental health than mothers of children with Fragile X syndrome or autism ) , this is no reason to discount the idea that not all women are psychologically or financially prepared to deal with raising a disabled child .",['FETAL DEFECTS/DISABILITIES'],train
"A study of mothers of disabled children of various types found they suffered from significantly higher psychological distress compared to other mothers , even after education , income , and race were controlled for .",['FETAL DEFECTS/DISABILITIES'],train
"Even in the case of nonfatal conditions , such as Down syndrome , parents may be unable to care for a severely disabled child .",['FETAL DEFECTS/DISABILITIES'],train
"Deborah Anne Driscoll , MD , Professor of Obstetrics and Gynecology at the University of Pennsylvania , said "" many couples ... do n’t have the resources , do n’t have the emotional stamina , do n’t have the family support [ to raise a child with Down syndrome ] .",['FETAL DEFECTS/DISABILITIES'],train
"If you are afraid that your child will have birth defects or Down syndrome , then DONT HAVE CHILDREN or you can put then for adoption !","['FETAL DEFECTS/DISABILITIES', 'ADOPTION']",train
Even though adoption is an option what would it be like to see your child 20 years later and have them learn you did n't want them ?,['ADOPTION'],train
It is truly motherly love if she wants to sacrifice her motherhood so that the child will not live this life .,['FETAL/NEWBORN RIGHTS'],train
"We applaud birthmothers like the former FFL board chair Jessica O’Connor-Petts , who tells us that “ adoption can be an empowering option for women . ”",['ADOPTION'],train
"Woodhull and her sister , Tennessee Claflin , declared , “ Pregnancy is not a disease , but a beautiful office of nature . ”",['OTHER'],train
"We mourn with the parents of Holly Patterson , who died from sepsis after she took RU-486 , and with the parents of Dawn Ravenell , the 13-year-old girl who never came home after she had an abortion without her parent ’s knowledge .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
"Sarah Rose , what about the bigger picture , namely , what happens after a child is born ?",['OTHER'],train
He ends up having the baby and the baby is the apple of his eye .,['CONSEQUENCES OF CHILDBIRTH'],train
"If every snowflake is precious in His sight , God has a peculiar way of showing it , because spontaneous abortion is a critical part of reproduction — one of the key mechanisms for producing healthy babies .",['MORAL/ETHICAL VALUES'],train
"The new human zygote has a genetic composition that is absolutely unique from itself , different from any other human that has ever existed , including that of its mother ( thus disproving the claim that what is involved in abortion is merely "" a woman and her body "" ) .","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'FETAL/NEWBORN RIGHTS']",train
"While the zygote ' s ability to reproduce itself early in pregnancy raises some ethical questions , there are plenty of reasons why this does n't change the fact that individual human development begins at conception .",['FETAL/NEWBORN RIGHTS'],train
"Since division of the zygote into twins through the process of monozygotic twinning can occur until the fourteenth day of pregnancy , Kenny argues that individual identity is obtained at this point and thus abortion is not permissible after two weeks .",['FETAL/NEWBORN RIGHTS'],train
"If abortion is simply the removal of impersonal cells , then sure .",['FETAL/NEWBORN RIGHTS'],train
"It is argued that just as it would be permissible to "" unplug "" and thereby cause the death of the person who is using one ' s kidneys , so it is permissible to abort the fetus ( who similarly , it is said , has no right to use one ' s body ' s life-support functions against one ' s will ) .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"If it is human in nature and alive , then you do not have the right to abort it .",['FETAL/NEWBORN RIGHTS'],train
“ If somebody is making things inconvenient for you just slaughter them .,['FETAL/NEWBORN RIGHTS'],train
You ' re taking away a personal freedom .,['OTHER'],train
“ It ’s nobody else ’s business what I do with my own body ( but only in the circumstances I ’m comfortable with ) ! ”,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
How is it anyone else ’s business what she does with her own body ?,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Margaret Sanger said , “ No woman can call herself free who does not own and control her own body . ”","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"In "" The America We Deserve , "" Trump then wrote that he supported a woman ' s right to choose .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
He feels that each woman must be allowed to make decisions about her own health and well-being .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"No person , regardless of gender , should be denied the right to fight for his or her own life .","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'FETAL/NEWBORN RIGHTS']",train
What is not tolerable is trying to impose irrational intuitions on people who do n’t just fail to accept them but who feel that the removal of women ’s freedom is itself a moral crime .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Sexual freedom was the problem , and look where it led .",['MORAL/ETHICAL VALUES'],train
Marital rape went unacknowledged .,['RAPE'],train
"If raped , adoption ( preferably closed ) .","['ADOPTION', 'RAPE']",train
"What ' s more gross , removing an undeveloped fetus , or essentially raping a victim over and over ( by forcing her to relive trauma ) in your high and mighty efforts to force everyone to act the way you think they should ?",['RAPE'],train
"My firstborn ( who exists only because of my abortion ) is now a junior in college and , although I ’ve had my moments , I ’ve never once tried to kill her .",['FETAL/NEWBORN RIGHTS'],train
"I have watched pro-choice students go as far as to say that parents should have the legal right to kill their ten-year-olds , because that was what it took for them to remain pro-choice about abortion .",['FETAL/NEWBORN RIGHTS'],train
"If the child dies , the responsibility for the child ' s death rests with the responsible party , namely , the rapist .",['RAPE'],train
"If she decides to keep the child , the rapist can sue for visitation forcing the victim to face her rapist regularly .",['RAPE'],train
"Additionally , there are several states which give the * rapist * who parented a child rights to the child , meaning that if a victim of rape wants to give up her child she must first gain the consent of her rapist .","['ADOPTION', 'RAPE']",train
"With respect to gay rights , for example , the Court in Lawrence v . Texas 7 wrote that that the petitioners “ are entitled to respect for their private lives , ” and that “ [ t ] he State can not demean their existence or control their destiny by making their private sexual conduct a crime . ”",['OTHER'],train
"Meanwhile , the Supreme Court showed a special tender consideration for the rights and feelings of the “ counsellors ” who gather outside reproductive clinics in Massachusetts — which they rarely show for other protesters , and would never tolerate outside their own institution — and oddly reinforced the right of religious fanatics to accost total strangers at a moment of maximum vulnerability , in order to make them feel maximally miserable .","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'MORAL/ETHICAL VALUES']",train
"The state has a duty to protect its citizens ; sometimes , protecting its citizens does not involve fighting wars but providing the infrastructure to safely conduct sound medical procedures .",['FUNDING OF ABORTION'],train
"And as advocates of life , peace and justice , we will never trade one form of violence for another .",['FETAL/NEWBORN RIGHTS'],train
Killing is one of the worst crimes because of the impact it has on the victim .,['FETAL/NEWBORN RIGHTS'],train
"Even if the person took measures to avoid getting into an accident ( e.g. playing the music loudly , rolling the window down ) he or she is still responsible for the fatality that was caused .",['RESPONSIBILITY'],train
Some disorders can be so severe that death is guaranteed after a brief and painful life .,['FETAL DEFECTS/DISABILITIES'],train
"Savita sought hospital care while undergoing a miscarriage , and though her physicians were well aware her pregnancy was doomed , their hands were tied by Irish law until the fetus ’s heartbeat stopped , because Savita , despite being in extreme physical pain and distress , was not deemed to be in mortal danger .",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"Dr. Romuald Debski , the head of gynecology and obstetrics at Bielanski Hospital in Warsaw , said every invasive procedure carries a minor risk of miscarriage .",['OTHER'],train
Each miscarriage would have to be investigated .,['OTHER'],train
"At early stages of pregnancy , miscarriages and abortions have indistinguishable symptoms .",['OTHER'],train
"From conception onward , pregnancy involves two ( or more ) separate bodies .",['FETAL/NEWBORN RIGHTS'],train
"Both men and women have sex but it is the woman who becomes pregnant , the woman who must either find ways to courageously and sacrificially care and nurture the developing child in her womb , or who must do the unthinkable and end her own child ' s life .",['FETAL/NEWBORN RIGHTS'],train
Everyone knows how you can get pregnant and if you do n't want kids then you should not be putting yourself in that position .,['RESPONSIBILITY'],train
Then you do n't have to worry about children .,['OTHER'],train
It s wrong and you re murdering a baby .,['FETAL/NEWBORN RIGHTS'],train
I think that this is wrong and that no one should ever do this to their child .,['OTHER'],train
"Giving a quick recitation of the child ' s development will weaken the "" not a person yet "" mentality .",['FETAL/NEWBORN RIGHTS'],train
"Today , parents can see the development of their children with their own eyes .",['FETAL/NEWBORN RIGHTS'],train
Giving life to an unhealthy baby and watching it suffer all day and night can be highly jeopardizing for the family as well as the newborn child .,['FETAL DEFECTS/DISABILITIES'],train
Would n't you agree that a mother who drinks enough to cause a baby to be born with fetal alcohol syndrome has harmed that baby ?,['FETAL DEFECTS/DISABILITIES'],train
Beethoven might never have been born if his mother had been able to have an abortion .,['CONSEQUENCES OF CHILDBIRTH'],train
"You could also ask , "" What if Adolf Hitler ' s or Osama bin Laden ' s mom had an abortion ? """,['CONSEQUENCES OF CHILDBIRTH'],train
"Example : “ . . . once a father or a mother who are seeking an abortion see an ultrasound , it ’s true that upwards of 90 percent of them decide not to have an abortion . ”",['OTHER'],train
Example : “ It is a tragedy that Tarico killed her first-born because she wanted a ‘ better baby .,['FETAL/NEWBORN RIGHTS'],train
Example : “ There is no better example of selfishness leading to an even greater evil act ; the destruction of an innocent human life .,['FETAL/NEWBORN RIGHTS'],train
"This vindictive , self-righteous attitude stems from a belief that sex is bad and must be punished .",['MORAL/ETHICAL VALUES'],train
"But here ' s the rub : We can pretend sex differences do not exist , but it is women who bear the burden when we do so .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Some women experience a feeling of guilt , which lasts for their whole lifetime .",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
"anxiety </ li > </ li > </ ul > < li > < ul > < li > Woman may experience chemical reactions due to the way in which the procedure was performed as well as the body unique reaction , which may be due to other medical problems that are known or unknown .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
Others can t precisely gauge or understand the level of trauma that a woman may be experiencing in her personal life .,['OTHER'],train
Example : How does your daughter feel knowing that you killed her sibling ?,['FETAL/NEWBORN RIGHTS'],train
My other sister was pregnant and she was at risk or death when she was having her baby but she went through with the pregnancy anyways and they are both healthy and that baby girl is the sweetest little girl you ' ll ever meet .,['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
Many women make mistakes in having babies they do n’t want and ca n’t love or care for .,['CONSEQUENCES OF CHILDBIRTH'],train
"But no birth control method is perfectly reliable , and for medical or religious reasons many women ca n’t use the most effective methods .","['RESPONSIBILITY', 'MORAL/ETHICAL VALUES']",train
"Contraceptive information and services are still not available to all women , especially teens and the poor .",['RESPONSIBILITY'],train
"The “ human life amendment ” would outlaw birth control methods , such as the IUD and mini-pills , which act after fertilization .",['RESPONSIBILITY'],train
( comment ) “ [ Better birth control would ] turn our girls into whores ( like you ) who are as well versed in preventing pregnancy as any working girl . ”,"['RESPONSIBILITY', 'MORAL/ETHICAL VALUES']",train
Will it next take away the right to use other birth control methods such as The Pill ?,['RESPONSIBILITY'],train
"While theists and atheists may disagree with a list of rights , without a right to live , I ca n't see a purpose in having any others .",['FETAL/NEWBORN RIGHTS'],train
I do know that we can not go on forever feigning agnosticism about who is human ... the right of ' choice ' of one human being can not trump the right to ' life ' of another .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'FETAL/NEWBORN RIGHTS']",train
"( comment ) “ The Magisterium of the church has constantly proclaimed the sacred and inviolable character of every human life , from its conception to its natural end . ”","['MORAL/ETHICAL VALUES', 'FETAL/NEWBORN RIGHTS']",train
And I am pro-life .,['OTHER'],train
IT ' S SOOO WRONG !,['OTHER'],train
And they have to stop .,['OTHER'],train
"They do it because they need to , and it ’s often the most traumatic decision ever . ”",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
"They found neither an increase in psychological damage , nor any elevated risk of suicide .",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
Had no idea there was so much risks .,['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
It was simply a matter of saving one life rather than losing two .,['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"If we remove this ability to choose , it may mean a life sentence for both of them .",['CONSEQUENCES OF CHILDBIRTH'],train
Carrying a new life is hard and may seem impossible at some points .,['OTHER'],train
How would u like it if ur life was 5 mins of ultimate pain .,['FETAL/NEWBORN RIGHTS'],train
The reflex actions that are present before this stage do not indicate ability to feel pain .,['FETAL/NEWBORN RIGHTS'],train
""" The "" flinching "" and other reactions seen in fetuses when they detect pain stimuli are mere reflexes , not an indication that the fetus is perceiving or "" feeling "" anything .",['FETAL/NEWBORN RIGHTS'],train
"When a pregnant women feels a kick in her belly , she does n't say "" Oh , the fetus kicked "" or "" Oh , the mass of cells that has n't become a person kicked "" , she says "" The baby kicked . """,['FETAL/NEWBORN RIGHTS'],train
"In a craniotomy , instruments are inserted and the skull of the unborn fetus is crushed so that it will fit through the birth canal .",['FETAL/NEWBORN RIGHTS'],train
David Mellor and colleagues have noted that the fetal brain is already awash in naturally occurring chemicals that keep it sedated and anesthetized until birth .,['FETAL/NEWBORN RIGHTS'],train
It is ridiculous that an infant could be treated like a human being in one location ( the incubator ) and like disposable property in another ( the uterus ) .,['FETAL/NEWBORN RIGHTS'],train
Nearly everyone agrees that it would be wrong to kill the child in the incubator .,['FETAL/NEWBORN RIGHTS'],train
"But according to the sovereign zone argument , it would not be wrong to kill that child after he was transferred back into the sovereign zone of the womb .",['FETAL/NEWBORN RIGHTS'],train
"Protester Katazyna Goluch , a 17-year-old Warsaw high school student , told AFP that "" no one has the right to decide what I am supposed to do with my uterus "" .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"The position of The National Catholic Bioethics Center appears to be that there would be no justification in inducing labor in a case of pulmonary hypertension because while the pregnancy ( and the placenta ) is making increased demands on the patient ' s weakened heart , the placenta itself is performing its natural function , is not a diseased organ , and therefore may not be targeted for removal .",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"Are you still maintaining it would have been licit to induce labor at 11 weeks in the case of the Phoenix woman with pulmonary hypertension — that is , that induced labor would have been permissible ( an indirect abortion ) but a D & C would not have been ?",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
“ What effect an 11-week-old baby is placing on the mother that early that would cause her to decompensate so rapidly is really — to be forthright about it — not a common situation or case . ”,['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"Imagine the following scenario : Jane decides to chop off the legs of her embryo , at week 7 .",['FETAL/NEWBORN RIGHTS'],train
"The measure would notably make it illegal to freeze embryos , which its proponents say are human beings from the moment of fertilisation .",['FETAL/NEWBORN RIGHTS'],train
"The act states that : "" [ T ] he life of each human being begins with fertilization , cloning , or its functional equivalent , irrespective of sex , health , function or disability , defect , stage of biological development , or condition of dependency , at which time every human being shall have all the legal and constitutional attributes and privileges of personhood . "" ]","['FETAL DEFECTS/DISABILITIES', 'FETAL/NEWBORN RIGHTS']",train
Pregnant women and new mothers can now have their babies and continue with school .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Not only would you be bringing a valuable life into the world , you ' d also be making the dream of a childless couple come true .",['ADOPTION'],train
"Just because the odds are not in our favor , can we deprive someone the chance to live ?",['FETAL/NEWBORN RIGHTS'],train
"Planned children often have better life prospects because caregivers are better prepared to support the child physically , emotionally , and financially .",['CONSEQUENCES OF CHILDBIRTH'],train
There is nothing wrong with family planning .,['OTHER'],train
"At the very least keeping it legal and accessible is , I think very good for women ' s health .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
"And not as long as we have laws on the book like the Hyde Amendment , making it harder for low-income women to exercise their full rights . ""","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Gathering under the slogan “ Save women , not a step further ” , opponents argued that the change would risk the lives of women and force girls as young as 11 who had been raped or subjected to incest either to give birth or face going to jail .","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'RAPE']",train
"Birth control and abortion do n’t cause sex , but reality dictates that they be available to help prevent teens from becoming parents .",['MORAL/ETHICAL VALUES'],train
"If you had sex of your own free will , it ’s what you had coming .",['RESPONSIBILITY'],train
"Mere ownership does not give me the right to kill innocent people whom I find on my property , and indeed I am apt to be held responsible if such people injure themselves while on my property .",['FETAL/NEWBORN RIGHTS'],train
Just as we should be skeptical of the premise “ I can own anything ” we should be skeptical of the premise “ I have the right to do whatever I want with my body . ”,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"You support a woman ’s right to choose her own doctor , to choose her own husband , to choose her own job , and to choose her own religion , to name a few .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Erika Bachiochi As a one-time abortion rights supporter , I well know the temptation to see the right to abortion as a representation of women ' s equality .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"In 1868 Eleanor Kirk , a novelist turned activist , linked the need for women ’s rights with the need to protect the unborn .","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'FETAL/NEWBORN RIGHTS']",train
"In 1973 , Weddington exposed the discrimination and other injustices faced by pregnant women who are poor or in the workplace or school .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
Rue is a prolific anti-abortion campaigner who testified before the US Congress in 1981 that he had observed post-traumatic stress syndrome in women who had undergone abortions .,['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
"If they did , they would actually equate murder and abortion , and their conduct — only the tiniest fringe is willing to advertise comparable penalties for both — shows that they know perfectly well that they are n’t the same .",['FETAL/NEWBORN RIGHTS'],train
"If so , killing him or her to benefit others is a serious moral wrong .",['MORAL/ETHICAL VALUES'],train
"It will burden her conscience in life , it will burden her soul in death ; But oh , thrice guilty is he who drove her to the desperation which impelled her to the crime ! ""","['PSYCHOLOGICAL EFFECTS OF ABORTION', 'MORAL/ETHICAL VALUES', 'FETAL/NEWBORN RIGHTS']",train
"In Exodus 21:22 - 25 , the crime of causing a woman to miscarry is treated as a property crime , whereas killing the woman is considered murder and is punished with the death penalty .","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'MORAL/ETHICAL VALUES']",train
"It treats the distinct human being , with his or her own inherent moral worth , as nothing more than a disposable instrument .","['MORAL/ETHICAL VALUES', 'FETAL/NEWBORN RIGHTS']",train
It represents a critical step toward reaffirming the sanctity of life and preserving the basic constitutional rights of the most vulnerable .,"['MORAL/ETHICAL VALUES', 'FETAL/NEWBORN RIGHTS']",train
No one has the absolute right to engage in illegal religious activities under the guise of “ freedom of religion . ”,['MORAL/ETHICAL VALUES'],train
"If Right to Life got out of the business of changing laws but only supported initiatives like the ones in the above article , that would be great .",['FETAL/NEWBORN RIGHTS'],train
Who knows what other controls the government may legislate in the future .,['OTHER'],train
Do we want to saddle society with the added burden ?,['CONSEQUENCES OF CHILDBIRTH'],train
"When history looks back at this era it should recognize this generation as one which cared about human beings enough to halt the practice of war , to provide a decent living for every family , and to fulfill its responsibility to its children from the very moment of conception . """,['FETAL/NEWBORN RIGHTS'],train
"Foster homes have horrible reputations and its not as often as people like to think that kids are adopted into families and live happily ever after , bringing a unwanted child into the over populated world as it is puts that child at risk for a life of pure struggle , babies should be welcomed into the world with their mother who sees them as a miracle and can provide for their child and put it through school and raise it into a life everyone deserves a chance at .","['CONSEQUENCES OF CHILDBIRTH', 'ADOPTION']",train
Many foster homes and orphanages are beyond capacity ; putting a child into the foster care system would weigh even heavier on already-scarce resources .,['ADOPTION'],train
"I ’m cautiously optimistic that many of the college students I have seen agree to awful conclusions will grow up eventually and recognize that squirrels are n’t people , rape is actually wrong ( not just distasteful ) , and that a newborn child has the right to live .",['FETAL/NEWBORN RIGHTS'],train
"They attributed the drop in crime to a reduction in individuals said to have a higher statistical probability of committing crimes : unwanted children , especially those born to mothers who are African American , impoverished , adolescent , uneducated , and single .",['CONSEQUENCES OF CHILDBIRTH'],train
Respondents to this criticism argue that the noted human cases in fact would not be classified as persons as they do not have a natural capacity to develop any psychological features .,['FETAL/NEWBORN RIGHTS'],train
A person who can not speak is still human .,['FETAL/NEWBORN RIGHTS'],train
"Below it , there is nothing indicative of personhood , and without it , all higher forms of awareness ( such as self-awareness or the ability to reason ) are impossible .",['FETAL/NEWBORN RIGHTS'],train
"The concept of "" personhood "" is of fairly recent vintage , and can not be found in the 1828 edition of 1828 edition of Webster ' s American Dictionary of the English Language , nor even as late as 1913 .",['FETAL/NEWBORN RIGHTS'],train
"If they say that brain development or self-awareness makes us human , ask if they would agree with Joseph Fletcher that those with an IQ below 20 or perhaps 40 should be declared non-persons ?",['FETAL/NEWBORN RIGHTS'],train
Do we really want to say that large people are more human than small ones ?,['FETAL/NEWBORN RIGHTS'],train
"Surrendering moral certainties in order to promote social peace is exactly what humanists ought to do , and what theocrats wo n’t do , because humanists know their certainties are n’t .",['MORAL/ETHICAL VALUES'],train
"And with all due respect to Our Sunday Visitor and The National Catholic Register , they are not the best sources for information about complex issues of moral theology .",['MORAL/ETHICAL VALUES'],train
"The Polish Bishops ' Conference asked Catholics to pray for "" the conscience and the light of the Holy Spirit on all Poles who protect human life from conception to natural death "" .","['MORAL/ETHICAL VALUES', 'FETAL/NEWBORN RIGHTS']",train
