sentence,labels
“ Why would you claim to be a small government guy and propose such a dramatic reach into people ’s lives and personal decisions ? ”,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
Those who seek a pro-life culture must accept that we will never persuade 300 million Americans to agree with us .,['OTHER']
Your “ give them an inch ” argument is typical of the ingrained sense of persecution the so-called “ pro-lifers ” bear .,['OTHER']
"That belief — that horror — keeps pro-lifers marching , voting , donating , and phone-banking .",['OTHER']
"There is a huge chasm between their professed concern for “ human life ” and their actual care for it , which indicates an underlying emotional problem .",['FETAL/NEWBORN_RIGHTS']
"They are desperate , alone , scared , probably ashamed , and without options .",['OTHER']
"If your worried about them feeling rejected , they may feel sad that you did n't want them , but it is likely that they will feel some gratitude that you let them live .","['FETAL/NEWBORN_RIGHTS', 'CONSEQUENCES_OF_CHILDBIRTH']"
"But here ’s some much needed food for thought : why do n’t you ask those people who were born and felt the desire of the HUMANE mother that they caused much sadness and frustration for her , and see how many of them have n’t wished their mother had made a different decision .","['CONSEQUENCES_OF_CHILDBIRTH', 'HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']"
I fight daily with wishing my mother had done the “ humane ” thing .,['OTHER']
"I refuse to go through the pain of carrying a rapist ' s unwanted child , go through the pain of labor and birth and then give the child away only to have it find me some number of years later to learn I hated it .","['ADOPTION', 'RAPE']"
One brief mistake can take away a woman ' s childhood and trap her for life .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS"", 'CONSEQUENCES_OF_CHILDBIRTH', 'RESPONSIBILITY']"
But that one slip-up can take away all her life plans and trap her .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS"", 'RESPONSIBILITY']"
"Even a girl who lives a good , responsible life can have one slip up .",['RESPONSIBILITY']
Take away her reproductive choice and you step onto a slippery slope .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
“ She is the reproductive freedom champion this country needs .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"No weight of society or majority moral opinion of philosophers , religious or even state leaders have the right to decide for her .","['MORAL/ETHICAL_VALUES', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"It is her natural right regardless of whether anyone approves or disapproves of the outcome , to make that choice .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"However , Gov . Johnson recognizes that the right of a woman to choose is the law of the land today , and has been for several decades .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Further , Gov . Johnson feels strongly that women seeking to exercise their legal right must not be subjected to persecution or denied access to health services by politicians in Washington or elsewhere who are insistent on politicizing such an intensely personal and serious issue . ""","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
The ability of a woman to have control of her body is critical to civil rights .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
The inalienable right to life of every innocent human being is an essential element of a civil society .,['FETAL/NEWBORN_RIGHTS']
"Call it what you want , when an innocent group of human beings is targeted and exterminated by the millions , that is an injustice on par with any of history ' s most egregious atrocities .",['FETAL/NEWBORN_RIGHTS']
Atrocities that remain unseen are easier to trivialize and easier to ignore .,['OTHER']
That is genocide . ”,['FETAL/NEWBORN_RIGHTS']
The reproductive rights movement has no genocide component — no one is out to kill all embryos .,"['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Infanticide was practiced regularly on every continent by our ancestors who had no other means to control their fertility , but where people have access to modern contraceptives and abortion , infanticide becomes exceedingly rare .","['FETAL/NEWBORN_RIGHTS', 'RESPONSIBILITY']"
"Because dilation and extraction abortions closely resemble the birthing process or miscarriage , people are often weary of this type of abortion .",['OTHER']
"A June 2003 study published by the peer-reviewed International Journal of Epidemiology estimated that about 15 % of first-trimester miscarriages are attributed to a prior history of induced abortion , and stated that "" Induced abortion by vacuum aspiration is associated with an increased risk of first-trimester miscarriage in the subsequent pregnancy .",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"This same report also found that "" among women whose pregnancies ended in a spontaneous or induced abortion , infection was the cause of death for 34 % of the women , followed by hemorrhage ( 22 % ) and other medical conditions ( 16 % ) .",['OTHER']
"In an investigation of state documents David Reardon et al. found that three abortion-related deaths occurred in 1989 in Maryland , though official Maryland statistics showed no abortion-related deaths for that year .",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"Malta also has substantial abortion limitations and yet has among the lowest maternal death rate world-wide , lower than the United States .",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"The risk of death from maternal causes in Malta is 8 in 100,000 , in the United States it is 11 in 100,000 .",['OTHER']
What about women who die in Catholic hospitals because the doctors must never choose a mother ' s life over the life of the child ?,"['MORAL/ETHICAL_VALUES', 'HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']"
"Something is wrong about the church being "" pro-life "" and choosing to prevent female vocations to the ministerial priesthood .","['MORAL/ETHICAL_VALUES', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
What those women — and their unborn children — need are Christians with the courage and faith not to repeat the political folly of the last forty years .,['MORAL/ETHICAL_VALUES']
"More than a century ago , the same women who fought for women ’s rights and for the rights of slaves to be free also fought to protect women and children from abortion .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Chief among them were Susan B. Anthony and Elizabeth Cady Stanton , who not only led the fight for the right of women to own property , to vote , and obtain equal education , but also spoke out against abortion .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Stanton , who in 1848 organized the first women ’s convention in Seneca Falls , N.Y. , classified abortion as a form of “ infanticide ” and , referring to the “ murder of children , either before or after birth , ” said , “ We believe the cause of all these abuses lies in the degradation of women . ”","['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Both instituted harsh abortion laws , outlawed other women ’s rights , and forced women to stay home , bear children , and be subservient to their husbands .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Ireland , for example , has incredibly restrictive abortion laws , a hangover from the days when it was the last outpost of the Vatican in Europe ( a situation I ’ve alluded to before ) .",['MORAL/ETHICAL_VALUES']
"But whilst the Irish anti-abortion lobbyists boast of Ireland being abortion-free , this sanctimonious gloat ignores that fact that an average of 12 women a day travel to Britain for abortions , with others procuring abortificants online .","['MORAL/ETHICAL_VALUES', 'ILLEGAL_ABORTIONS']"
"In July , the UN condemned Northern Ireland ’s near-total ban .",['OTHER']
"Women who oppose the ban are staying away from work and school and refusing to do domestic chores , in a protest inspired by a women ' s strike in Iceland in 1975 .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
Friends and family may disapprove of this action and can cause family problems or guilt may overcome the woman causing withdrawal from social activities .,['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
"These extra barriers do not dissuade women from seeking terminations , they merely add emotional and financial obstacles to obtaining them .",['ILLEGAL_ABORTIONS']
"But independent groups have estimated that between 80,000 and 190,000 Polish women undergo terminations annually , either in “ backstreet ” procedures or by travelling abroad .",['ILLEGAL_ABORTIONS']
Later Alito will suggest that “ Whole Woman ’s facilities have been cited for really appalling violations when they were inspected .,['OTHER']
Many corporations have faced criticism because women face much discrimination simply due to the fact that they bear children .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"And while it is true that there appears to be gradation in the psychological effects on mothers concomitant with the severity of their children ’s defects ( for instance , one study showed Down Syndrome children ’s mothers have better mental health than mothers of children with Fragile X syndrome or autism ) , this is no reason to discount the idea that not all women are psychologically or financially prepared to deal with raising a disabled child .",['FETAL_DEFECTS/DISABILITIES']
"A study of mothers of disabled children of various types found they suffered from significantly higher psychological distress compared to other mothers , even after education , income , and race were controlled for .",['FETAL_DEFECTS/DISABILITIES']
"Even in the case of nonfatal conditions , such as Down syndrome , parents may be unable to care for a severely disabled child .",['FETAL_DEFECTS/DISABILITIES']
"Deborah Anne Driscoll , MD , Professor of Obstetrics and Gynecology at the University of Pennsylvania , said "" many couples ... do n’t have the resources , do n’t have the emotional stamina , do n’t have the family support [ to raise a child with Down syndrome ] .",['FETAL_DEFECTS/DISABILITIES']
If you are afraid of a disease or a type of syndrome then do n't have children .,['FETAL_DEFECTS/DISABILITIES']
"If you are afraid that your child will have birth defects or Down syndrome , then DONT HAVE CHILDREN or you can put then for adoption !","['FETAL_DEFECTS/DISABILITIES', 'ADOPTION']"
Even though adoption is an option what would it be like to see your child 20 years later and have them learn you did n't want them ?,['ADOPTION']
"When I asked why she did n't just put it up for adoption , she said that , that would feel even worse knowing that you gave your child up .",['ADOPTION']
It is truly motherly love if she wants to sacrifice her motherhood so that the child will not live this life .,['FETAL/NEWBORN_RIGHTS']
Would anyone that you know support a mother killing her toddler in the name of “ choice and who decides ? ”,"['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"We applaud birthmothers like the former FFL board chair Jessica O’Connor-Petts , who tells us that “ adoption can be an empowering option for women . ”",['ADOPTION']
"Woodhull and her sister , Tennessee Claflin , declared , “ Pregnancy is not a disease , but a beautiful office of nature . ”",['OTHER']
"We mourn with the parents of Holly Patterson , who died from sepsis after she took RU-486 , and with the parents of Dawn Ravenell , the 13-year-old girl who never came home after she had an abortion without her parent ’s knowledge .",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"Sarah Rose , what about the bigger picture , namely , what happens after a child is born ?",['OTHER']
He ends up having the baby and the baby is the apple of his eye .,['CONSEQUENCES_OF_CHILDBIRTH']
6 It is on par with putting your infant out in a snowstorm that directly kills him and does not “ fail to save ( him ) from an environment in which ( he ) can not survive . ”,['FETAL/NEWBORN_RIGHTS']
"If every snowflake is precious in His sight , God has a peculiar way of showing it , because spontaneous abortion is a critical part of reproduction — one of the key mechanisms for producing healthy babies .",['MORAL/ETHICAL_VALUES']
"The new human zygote has a genetic composition that is absolutely unique from itself , different from any other human that has ever existed , including that of its mother ( thus disproving the claim that what is involved in abortion is merely "" a woman and her body "" ) .","['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"While the zygote ' s ability to reproduce itself early in pregnancy raises some ethical questions , there are plenty of reasons why this does n't change the fact that individual human development begins at conception .",['FETAL/NEWBORN_RIGHTS']
"Since division of the zygote into twins through the process of monozygotic twinning can occur until the fourteenth day of pregnancy , Kenny argues that individual identity is obtained at this point and thus abortion is not permissible after two weeks .",['FETAL/NEWBORN_RIGHTS']
"If abortion is simply the removal of impersonal cells , then sure .",['FETAL/NEWBORN_RIGHTS']
"Only if you are not a skeptic , only if you are a dogmatist , only if you are certain that there is no person in the fetus , no man in the coat , or no person in the building , may you abort , drive , or fumigate .",['FETAL/NEWBORN_RIGHTS']
"It is argued that just as it would be permissible to "" unplug "" and thereby cause the death of the person who is using one ' s kidneys , so it is permissible to abort the fetus ( who similarly , it is said , has no right to use one ' s body ' s life-support functions against one ' s will ) .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"If it is human in nature and alive , then you do not have the right to abort it .",['FETAL/NEWBORN_RIGHTS']
"To abort the life , which is human in nature , is to kill that which is human in nature .",['FETAL/NEWBORN_RIGHTS']
“ If somebody is making things inconvenient for you just slaughter them .,['FETAL/NEWBORN_RIGHTS']
That is abusive to force that on a living creature in my opinion .,['FETAL/NEWBORN_RIGHTS']
That should be left up to God himself .,['MORAL/ETHICAL_VALUES']
You ' re taking away a personal freedom .,['OTHER']
“ It ’s nobody else ’s business what I do with my own body ( but only in the circumstances I ’m comfortable with ) ! ”,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
How is it anyone else ’s business what she does with her own body ?,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"A woman ’s body belongs to herself , and she should be free to do what she deems necessary for her body and overall health in any situation .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Margaret Sanger said , “ No woman can call herself free who does not own and control her own body . ”","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
""" Every woman should have choice ; deciding for women is inhuman , "" said the man , who did n't give his name .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"In "" The America We Deserve , "" Trump then wrote that he supported a woman ' s right to choose .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
He feels that each woman must be allowed to make decisions about her own health and well-being .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Bottom line : I do not trust male hierarchies to "" take care of "" women .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"No person , regardless of gender , should be denied the right to fight for his or her own life .","['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"In South Dakota , a 2005 state law not only mandated this perversion of informed consent , but also added a reprehensible smattering of emotional manipulation by insisting women be told they are terminating “ a whole , separate , unique , living human being ” .","['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
What is not tolerable is trying to impose irrational intuitions on people who do n’t just fail to accept them but who feel that the removal of women ’s freedom is itself a moral crime .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Sexual freedom was the problem , and look where it led .",['MORAL/ETHICAL_VALUES']
Marital rape went unacknowledged .,['RAPE']
"If raped , adoption ( preferably closed ) .","['ADOPTION', 'RAPE']"
"What ' s more gross , removing an undeveloped fetus , or essentially raping a victim over and over ( by forcing her to relive trauma ) in your high and mighty efforts to force everyone to act the way you think they should ?",['RAPE']
"My firstborn ( who exists only because of my abortion ) is now a junior in college and , although I ’ve had my moments , I ’ve never once tried to kill her .",['FETAL/NEWBORN_RIGHTS']
"I have watched pro-choice students go as far as to say that parents should have the legal right to kill their ten-year-olds , because that was what it took for them to remain pro-choice about abortion .",['FETAL/NEWBORN_RIGHTS']
"If the child dies , the responsibility for the child ' s death rests with the responsible party , namely , the rapist .",['RAPE']
"If she decides to keep the child , the rapist can sue for visitation forcing the victim to face her rapist regularly .",['RAPE']
"Additionally , there are several states which give the * rapist * who parented a child rights to the child , meaning that if a victim of rape wants to give up her child she must first gain the consent of her rapist .","['ADOPTION', 'RAPE']"
"With respect to gay rights , for example , the Court in Lawrence v . Texas 7 wrote that that the petitioners “ are entitled to respect for their private lives , ” and that “ [ t ] he State can not demean their existence or control their destiny by making their private sexual conduct a crime . ”",['OTHER']
"Meanwhile , the Supreme Court showed a special tender consideration for the rights and feelings of the “ counsellors ” who gather outside reproductive clinics in Massachusetts — which they rarely show for other protesters , and would never tolerate outside their own institution — and oddly reinforced the right of religious fanatics to accost total strangers at a moment of maximum vulnerability , in order to make them feel maximally miserable .","['MORAL/ETHICAL_VALUES', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Opponents say they were designed to restrict access to a legal procedure , and that the new clinic standards are costly and could force many to close .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"The government has decided to provide health care for the needy , and should not eliminate any medically necessary care .",['FUNDING_OF_ABORTION']
"The state has a duty to protect its citizens ; sometimes , protecting its citizens does not involve fighting wars but providing the infrastructure to safely conduct sound medical procedures .",['FUNDING_OF_ABORTION']
"And as advocates of life , peace and justice , we will never trade one form of violence for another .",['FETAL/NEWBORN_RIGHTS']
Killing is one of the worst crimes because of the impact it has on the victim .,['FETAL/NEWBORN_RIGHTS']
"Even if the person took measures to avoid getting into an accident ( e.g. playing the music loudly , rolling the window down ) he or she is still responsible for the fatality that was caused .",['RESPONSIBILITY']
Some disorders can be so severe that death is guaranteed after a brief and painful life .,['FETAL_DEFECTS/DISABILITIES']
"Unfortunately , it does n’t actually fix the problem that led to Savita ’s death : as is , the legislation still requires doctors to wait for a preventable problem to become potentially lethal before they are legally allowed to intercede .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"Savita sought hospital care while undergoing a miscarriage , and though her physicians were well aware her pregnancy was doomed , their hands were tied by Irish law until the fetus ’s heartbeat stopped , because Savita , despite being in extreme physical pain and distress , was not deemed to be in mortal danger .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"Dr. Romuald Debski , the head of gynecology and obstetrics at Bielanski Hospital in Warsaw , said every invasive procedure carries a minor risk of miscarriage .",['OTHER']
Each miscarriage would have to be investigated .,['OTHER']
"At early stages of pregnancy , miscarriages and abortions have indistinguishable symptoms .",['OTHER']
"From conception onward , pregnancy involves two ( or more ) separate bodies .",['FETAL/NEWBORN_RIGHTS']
"Both men and women have sex but it is the woman who becomes pregnant , the woman who must either find ways to courageously and sacrificially care and nurture the developing child in her womb , or who must do the unthinkable and end her own child ' s life .",['FETAL/NEWBORN_RIGHTS']
Everyone knows how you can get pregnant and if you do n't want kids then you should not be putting yourself in that position .,['RESPONSIBILITY']
Then you do n't have to worry about children .,['OTHER']
It s wrong and you re murdering a baby .,['FETAL/NEWBORN_RIGHTS']
I think that this is wrong and that no one should ever do this to their child .,['OTHER']
Do n't you think that they should have the choice to get rid of a strangers child ?,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Giving a quick recitation of the child ' s development will weaken the "" not a person yet "" mentality .",['FETAL/NEWBORN_RIGHTS']
It ’s also important to note the quickness at which a child develops .,['FETAL/NEWBORN_RIGHTS']
"Today , parents can see the development of their children with their own eyes .",['FETAL/NEWBORN_RIGHTS']
Giving life to an unhealthy baby and watching it suffer all day and night can be highly jeopardizing for the family as well as the newborn child .,['FETAL_DEFECTS/DISABILITIES']
Would n't you agree that a mother who drinks enough to cause a baby to be born with fetal alcohol syndrome has harmed that baby ?,['FETAL_DEFECTS/DISABILITIES']
Beethoven might never have been born if his mother had been able to have an abortion .,['CONSEQUENCES_OF_CHILDBIRTH']
"What would the world be like if the mothers of Abe Lincoln , George Washington , or Thomas Edison had had an abortion ?",['CONSEQUENCES_OF_CHILDBIRTH']
"You could also ask , "" What if Adolf Hitler ' s or Osama bin Laden ' s mom had an abortion ? """,['CONSEQUENCES_OF_CHILDBIRTH']
"Example : “ . . . once a father or a mother who are seeking an abortion see an ultrasound , it ’s true that upwards of 90 percent of them decide not to have an abortion . ”",['OTHER']
Example : “ It is a tragedy that Tarico killed her first-born because she wanted a ‘ better baby .,['FETAL/NEWBORN_RIGHTS']
Example : “ There is no better example of selfishness leading to an even greater evil act ; the destruction of an innocent human life .,['FETAL/NEWBORN_RIGHTS']
"This vindictive , self-righteous attitude stems from a belief that sex is bad and must be punished .",['MORAL/ETHICAL_VALUES']
"But here ' s the rub : We can pretend sex differences do not exist , but it is women who bear the burden when we do so .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Some women experience a feeling of guilt , which lasts for their whole lifetime .",['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
</ li > </ ul > - many women face mental challenges of depression and regret .,['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
</ li > </ li > </ ul > < li > < ul > < li > A woman puts herself in danger of mental distress due to the severity of her decision .,['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
"anxiety </ li > </ li > </ ul > < li > < ul > < li > Woman may experience chemical reactions due to the way in which the procedure was performed as well as the body unique reaction , which may be due to other medical problems that are known or unknown .",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
Others can t precisely gauge or understand the level of trauma that a woman may be experiencing in her personal life .,['OTHER']
Example : How does your daughter feel knowing that you killed her sibling ?,['FETAL/NEWBORN_RIGHTS']
My other sister was pregnant and she was at risk or death when she was having her baby but she went through with the pregnancy anyways and they are both healthy and that baby girl is the sweetest little girl you ' ll ever meet .,['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
Many women make mistakes in having babies they do n’t want and ca n’t love or care for .,['CONSEQUENCES_OF_CHILDBIRTH']
"But no birth control method is perfectly reliable , and for medical or religious reasons many women ca n’t use the most effective methods .","['MORAL/ETHICAL_VALUES', 'RESPONSIBILITY']"
"Contraceptive information and services are still not available to all women , especially teens and the poor .",['RESPONSIBILITY']
"The “ human life amendment ” would outlaw birth control methods , such as the IUD and mini-pills , which act after fertilization .",['RESPONSIBILITY']
"Should we ban birth control altogether then since we ' d be killing a "" human "" ?",['FETAL/NEWBORN_RIGHTS']
( comment ) “ [ Better birth control would ] turn our girls into whores ( like you ) who are as well versed in preventing pregnancy as any working girl . ”,"['MORAL/ETHICAL_VALUES', 'RESPONSIBILITY']"
Will it next take away the right to use other birth control methods such as The Pill ?,['RESPONSIBILITY']
"They may exercise these rights by , for instance , using contraception or natural family planning .",['RESPONSIBILITY']
"While theists and atheists may disagree with a list of rights , without a right to live , I ca n't see a purpose in having any others .",['FETAL/NEWBORN_RIGHTS']
I do know that we can not go on forever feigning agnosticism about who is human ... the right of ' choice ' of one human being can not trump the right to ' life ' of another .,"['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"( comment ) “ The Magisterium of the church has constantly proclaimed the sacred and inviolable character of every human life , from its conception to its natural end . ”","['MORAL/ETHICAL_VALUES', 'FETAL/NEWBORN_RIGHTS']"
Furthermore I hold that all life is sacred .,['FETAL/NEWBORN_RIGHTS']
And I am pro-life .,['OTHER']
I ca n't even look after myself .,['OTHER']
IT ' S SOOO WRONG !,['OTHER']
And they have to stop .,['OTHER']
"They do it because they need to , and it ’s often the most traumatic decision ever . ”",['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
"They found neither an increase in psychological damage , nor any elevated risk of suicide .",['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
Had no idea there was so much risks .,['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
It was simply a matter of saving one life rather than losing two .,['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"If we remove this ability to choose , it may mean a life sentence for both of them .",['CONSEQUENCES_OF_CHILDBIRTH']
Carrying a new life is hard and may seem impossible at some points .,['OTHER']
How would u like it if ur life was 5 mins of ultimate pain .,['FETAL/NEWBORN_RIGHTS']
The reflex actions that are present before this stage do not indicate ability to feel pain .,['FETAL/NEWBORN_RIGHTS']
""" The "" flinching "" and other reactions seen in fetuses when they detect pain stimuli are mere reflexes , not an indication that the fetus is perceiving or "" feeling "" anything .",['FETAL/NEWBORN_RIGHTS']
"When a pregnant women feels a kick in her belly , she does n't say "" Oh , the fetus kicked "" or "" Oh , the mass of cells that has n't become a person kicked "" , she says "" The baby kicked . """,['FETAL/NEWBORN_RIGHTS']
"In a craniotomy , instruments are inserted and the skull of the unborn fetus is crushed so that it will fit through the birth canal .",['FETAL/NEWBORN_RIGHTS']
David Mellor and colleagues have noted that the fetal brain is already awash in naturally occurring chemicals that keep it sedated and anesthetized until birth .,['FETAL/NEWBORN_RIGHTS']
It is ridiculous that an infant could be treated like a human being in one location ( the incubator ) and like disposable property in another ( the uterus ) .,['FETAL/NEWBORN_RIGHTS']
Nearly everyone agrees that it would be wrong to kill the child in the incubator .,['FETAL/NEWBORN_RIGHTS']
"But according to the sovereign zone argument , it would not be wrong to kill that child after he was transferred back into the sovereign zone of the womb .",['FETAL/NEWBORN_RIGHTS']
There is no way to remove a uterus without removing the baby inside it .,['OTHER']
"It can be morally licit to evacuate the uterus in some situations when its contents become diseased , such as what happens when a uterus becomes infected due to rupture .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"Protester Katazyna Goluch , a 17-year-old Warsaw high school student , told AFP that "" no one has the right to decide what I am supposed to do with my uterus "" .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"It is argued that just as it would not be permissible to refuse temporary accommodation for the guest to protect him from physical harm , it would not be permissible to refuse temporary accommodation of a fetus .",['FETAL/NEWBORN_RIGHTS']
"The position of The National Catholic Bioethics Center appears to be that there would be no justification in inducing labor in a case of pulmonary hypertension because while the pregnancy ( and the placenta ) is making increased demands on the patient ' s weakened heart , the placenta itself is performing its natural function , is not a diseased organ , and therefore may not be targeted for removal .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"Are you still maintaining it would have been licit to induce labor at 11 weeks in the case of the Phoenix woman with pulmonary hypertension — that is , that induced labor would have been permissible ( an indirect abortion ) but a D & C would not have been ?",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
“ What effect an 11-week-old baby is placing on the mother that early that would cause her to decompensate so rapidly is really — to be forthright about it — not a common situation or case . ”,['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"Imagine the following scenario : Jane decides to chop off the legs of her embryo , at week 7 .",['FETAL/NEWBORN_RIGHTS']
"The measure would notably make it illegal to freeze embryos , which its proponents say are human beings from the moment of fertilisation .",['FETAL/NEWBORN_RIGHTS']
"For this reason , I introduced S . 583 , the Life at Conception Act on March 14 , 2013 .",['FETAL/NEWBORN_RIGHTS']
"The act states that : "" [ T ] he life of each human being begins with fertilization , cloning , or its functional equivalent , irrespective of sex , health , function or disability , defect , stage of biological development , or condition of dependency , at which time every human being shall have all the legal and constitutional attributes and privileges of personhood . "" ]","['FETAL/NEWBORN_RIGHTS', 'FETAL_DEFECTS/DISABILITIES']"
"It fulfills the four criteria needed to establish biological life : metabolism , growth , reaction to stimuli , and reproduction .",['FETAL/NEWBORN_RIGHTS']
"Because it is human in nature , if left to live , it will result in a fully developed human baby .",['FETAL/NEWBORN_RIGHTS']
Pregnant women and new mothers can now have their babies and continue with school .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"After all , bearing an unexpected child would seem to interrupt a woman ' s ability to design her own future according to her own goals and ambitions .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Not only would you be bringing a valuable life into the world , you ' d also be making the dream of a childless couple come true .",['ADOPTION']
"Just because the odds are not in our favor , can we deprive someone the chance to live ?",['FETAL/NEWBORN_RIGHTS']
"If your life conceives suffering and unhappiness , to , most American at least that is considered a bad life .",['OTHER']
"If you ' re worried about discrimination , it is better to have a chance at a good life with the possibility of a bad life than having no chance at life at good life at all .",['FETAL/NEWBORN_RIGHTS']
"Planned children often have better life prospects because caregivers are better prepared to support the child physically , emotionally , and financially .",['CONSEQUENCES_OF_CHILDBIRTH']
There is nothing wrong with family planning .,['OTHER']
"If there is no legal , viable alternative , this percentage of couples or mothers will inevitably have to resort to these back-alley operations , which are highly dangerous .",['ILLEGAL_ABORTIONS']
"At the very least keeping it legal and accessible is , I think very good for women ' s health .",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"And not as long as we have laws on the book like the Hyde Amendment , making it harder for low-income women to exercise their full rights . ""","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Gathering under the slogan “ Save women , not a step further ” , opponents argued that the change would risk the lives of women and force girls as young as 11 who had been raped or subjected to incest either to give birth or face going to jail .","['RAPE', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"Birth control and abortion do n’t cause sex , but reality dictates that they be available to help prevent teens from becoming parents .",['MORAL/ETHICAL_VALUES']
"If you had sex of your own free will , it ’s what you had coming .",['RESPONSIBILITY']
"But harming or killing another against his will , not by free contract , is clearly wrong ; if that is n't wrong , what is ?",['FETAL/NEWBORN_RIGHTS']
"But clearly , involuntary euthanasia is wrong ; clearly , there is a difference between imposing power on another and freely making a contract with another .",['MORAL/ETHICAL_VALUES']
"Mere ownership does not give me the right to kill innocent people whom I find on my property , and indeed I am apt to be held responsible if such people injure themselves while on my property .",['FETAL/NEWBORN_RIGHTS']
Just as we should be skeptical of the premise “ I can own anything ” we should be skeptical of the premise “ I have the right to do whatever I want with my body . ”,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"You support a woman ’s right to choose her own doctor , to choose her own husband , to choose her own job , and to choose her own religion , to name a few .","[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
