sentence,labels
"January 8 , 2008 : "" The Three mile Island and Chernobyl accidents should never be downplayed .",['ACCIDENTS/SECURITY']
"The risk of a meltdown , even a partial one , is extremely low .",['ACCIDENTS/SECURITY']
"Moreover , the cancer rate in the Chernobyl region is well below that of Australia , which is to say that radiation is , at worst , a very weak carcinogen .",['HEALTH_EFFECTS']
The psychological health damage alleged by PANE is no closer to an event in the environment or to environmental concerns .,['HEALTH_EFFECTS']
"Any risk of another Chernobyl or Mile High is intolerable "" The case against nuclear power "" .",['ACCIDENTS/SECURITY']
"The conventional , but false , claim that radiation is harmful down to the smallest dose and the slowest rate of delivery ignores and denies this evolutionary principle .",['HEALTH_EFFECTS']
"Just last month , a study was published that found thyroid cancer rates among children in the Fukushima Prefecture were 20 to 50 percent higher than children outside the prefecture .",['HEALTH_EFFECTS']
"The number of firemen , those most heavily exposed during the first few days after the onset of the fire ( it was not a nuclear explosion ) , who died from their exposure was 28 out of about 600 .",['HEALTH_EFFECTS']
"In particular , there is evidence of cancer clusters linked to nuclear power production .",['HEALTH_EFFECTS']
One of the interesting things about modern nuclear power in the US is that few really understand how it works day to day -- including most experts who are commenting to the media on the topic .,['PUBLIC_DEBATE']
The basis is a belief that NPP disasters are just waiting to happen .,['ACCIDENTS/SECURITY']
"The immediate loss of life , in the tens of thousands , coupled with the invisible and long-term effects of radiation sickness and cancers , brought the world up against the sharp razor edge of the nuclear age .","['HEALTH_EFFECTS', 'ACCIDENTS/SECURITY']"
"April 16th , 2006 : "" Three Mile Island was in fact a success story : The concrete containment structure did just what it was designed to do -- prevent radiation from escaping into the environment .",['ENVIRONMENTAL_IMPACT']
"This radioactivity enters the human body through breathing and the food chain , as gases and tiny metal particles .",['HEALTH_EFFECTS']
"In it we explain the essentials of nuclear reactors and radiation biology aimed at a lay public and show , among other things , that contrary to the anti-nuclear mantra , nuclear energy has the best safety record over the last several decades of any source of energy – by orders of magnitude .",['ACCIDENTS/SECURITY']
Renewed operation of [ TMI-1 ] would cause severe psychological distress to PANE ' s members and other persons living in the vicinity of the reactor .,['HEALTH_EFFECTS']
"A major useful source to correct the fear mongering and distortions surrounding radiation – in particular exposing the erroneous linear-no-threshold ( LNT ) assumption used by all regulatory agencies ( outside of France ) as the basis of their regulatory policies – is to be found at the website of Scientists for Accurate Radiation Information ( SARI ) , an international organization of some 80 scientists , physicians , and others from 14 different countries around the world , to which we both belong .",['PUBLIC_DEBATE']
If a large plane were flown into a nuclear power station the disaster would be immeasurably worse than Chernobyl .,['ACCIDENTS/SECURITY']
"When necessary , design changes followed and extra safety protocols and features had to be put in place , this was perceived as unexpected cost increases .","['COSTS', 'ACCIDENTS/SECURITY']"
"The meltdown at the Fukushima I Nuclear Power Plant was the worst since Chernobyl in Ukraine , 25 years earlier .",['ACCIDENTS/SECURITY']
"All of us are exposed to natural radioactivity every minute , mostly from rocks and soil .",['HEALTH_EFFECTS']
"Yet in the event of an accident , existing evacuation plans have been found to be unrealistic .",['ACCIDENTS/SECURITY']
Formal.standard : [ Opposition argument :] Nuclear reactors are likely to have accidents with severe consequences for humanity .,['ACCIDENTS/SECURITY']
"A recent book , Chernobyl : Consequences of the Catastrophe for People and the Environment , concludes that , based on records now available , some 985,000 people died between 1986 and 2004 , mainly of cancer , as a result of the Chernobyl accident .","['ENVIRONMENTAL_IMPACT', 'HEALTH_EFFECTS', 'ACCIDENTS/SECURITY']"
"studies worldwide ( for a partial listing see Charles Sanders ’s 2009 book Radiation Hormesis and the Linear-No-Threshold Assumption and for a more complete , though more dated , listing see T.D . Luckey ’s 1991 book Radiation Hormesis ) to be false at the low-dose ranges to which most nuclear workers , accident responders , and nearby residents have been exposed .",['HEALTH_EFFECTS']
"For his part , Gundersen has successively raised his estimates of the number of cancers that will result from Fukushima ’s meltdown after the quake and tsunami from a few hundred thousand to , again , the round figure of a million .","['ACCIDENTS/SECURITY', 'HEALTH_EFFECTS']"
"Renewed operation of TMI 1 would cause severe harm to the stability , cohesiveness and well being of the communities in the vicinity of the reactor .",['ENERGY_POLICY']
But a risk of an accident is not an effect on the physical environment .,['ACCIDENTS/SECURITY']
"In fact , national radiation protection standards fall short of protecting those most vulnerable to the harmful effects of radiation , basing their evaluation on impacts to a “ standard ” healthy , young , white adult male .",['HEALTH_EFFECTS']
[ Footnote 9 ] The NRC concluded that the risk of an accident had not changed significantly since the EIS for TMI-1 was prepared in 1972 .,['ACCIDENTS/SECURITY']
The awesome destructiveness seen at Hiroshima is one of the products of nuclear fission .,['ACCIDENTS/SECURITY']
We will also guarantee a riskier future for us all .,['OTHER']
"Each accident was unique , and each was supposed to be impossible .",['ACCIDENTS/SECURITY']
"For the hundreds of thousands of Japanese moved into temporary shelters either because their homes were washed away in the tsunami or because of the emergency evacuation caused by the nuclear crisis , there is very little prospect of moving back .",['ACCIDENTS/SECURITY']
Risk is a pervasive element of modern life ; to say more would belabor the obvious .,['OTHER']
"Although the casualties were not that high , but it caused serious environmental concerns .",['ENVIRONMENTAL_IMPACT']
"If the Fukushima reactors were automatically flooded as soon as the earthquake was detected , not manually and only several hours after the tsunami hit , there would have been no accident .",['ACCIDENTS/SECURITY']
The Chernobyl accident that occurred on 26 April 1986 at the Chernobyl Nuclear Power Plant in Ukraine was the worst nuclear accident in the history .,['ACCIDENTS/SECURITY']
"It ’s quite dangerous , but thanks to obviousness of the danger , precautions are taken .",['ACCIDENTS/SECURITY']
It can cause genetic mutations which lead to cancer .,['HEALTH_EFFECTS']
At Fukushima we have the worst industrial disaster ever .,['ACCIDENTS/SECURITY']
"A September 2004 study by Dr. Ed Lyman of the Union of Concerned Scientists , using the NRC ’s own analysis method , found that a worst-case accident or attack at the Indian Point nuclear plant 35 miles north of New York City could cause up to 43,700 immediate fatalities and up to 518,000 long-term cancer deaths .","['HEALTH_EFFECTS', 'ACCIDENTS/SECURITY']"
"The authors arrived in part at their imaginary figure by attributing every death that occurred to the radiation from Chernobyl , as though suddenly all other causes of death stopped for the time being .",['HEALTH_EFFECTS']
"Organizations like the Sierra Club forcefully argue against the "" numerous issues "" that dog nuclear energy — despite the fact that , as backers point out , there has n't been an accident on U.S. soil since Three Mile Island ' s meltdown in 1979 .",['ACCIDENTS/SECURITY']
"The potential for a reoccurrence of the accident will further stress the community infrastructure , causing increased loss of confidence and a breakdown of the social and political order .",['ACCIDENTS/SECURITY']
People around the world stood aghast at the apocalyptic destruction wreaked on Japan during a few hellish minutes when the United States dropped the nuclear bombs Little Boy and Fat Man on the cities of Hiroshima and Nagasaki .,['WEAPONS']
The radiation has even caused genetic mutations in children whose parents were exposed to the radiation .,['HEALTH_EFFECTS']
"The total figures for deaths found by UNSCEAR and other international medical investigatory organizations was around 60 , which included 15 deaths over the ensuing years from thyroid cancer among those residents exposed as children and a number of delayed deaths among clean-up workers whose causes of death could in any way be related to radiation exposure .",['HEALTH_EFFECTS']
"High risks : Despite a generally high security standard , accidents can still happen .",['ACCIDENTS/SECURITY']
"While experts disagree over the definition of ' low dose , ' radiation protection measures are based on an assumption that even small amounts of radiation exposure may pose some small risk .",['HEALTH_EFFECTS']
"It does not take a physicist to come to some understanding and approval of nuclear energy , just some open-minded investigation .",['OTHER']
"October , 2001 : "" The Chernobyl plant explosion released radiation into the surrounding area .",['ACCIDENTS/SECURITY']
"The Chernobyl tragedy exhibits the failure of government planners , not an inherent danger of nuclear power .","['ENERGY_POLICY', 'ACCIDENTS/SECURITY']"
Low levels of radiation comparable to those received naturally in some places are not harmful .,['HEALTH_EFFECTS']
"The Japanese thought that Fukushima Dai’ichi was invincible ; now , the wreck of Fukushima Dai’ichi ( i.e. triple meltdowns where the coriums have now bored though the primary containment into the ground via their own lava tubes , to reach the water table in the coming years ) is destroying all life in the Pacific Ocean ; billions of years of biological evolution in Pacific Ocean is being wrecked in a course of a few years .","['ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY']"
"However , the truth is that nuclear power plants are a miniscule source of radiation .",['HEALTH_EFFECTS']
"Respondent People Against Nuclear Energy ( PANE ) , an association of residents of the Harrisburg area who are opposed to further operation of either TMI reactor , responded to this invitation , contending that restarting TMI-1 would cause both severe psychological damage to persons living in the vicinity , and serious damage to the stability , cohesiveness , and well-being of neighboring communities .",['PUBLIC_DEBATE']
"In this case , however , virtually the entire communities engaged in radiation protection , radiology , or health physics agree that either zero excess cancers will arise from Fukushima , or at worst the number will be undetectable against the background of cancers from all other causes .",['HEALTH_EFFECTS']
There ’s a subtext that a nuclear disaster ( like Deepwater Horizon ) will devastate the arctic .,['ACCIDENTS/SECURITY']
A weak ' safety culture ' within the NRC itself prevents effective oversight .,['ACCIDENTS/SECURITY']
The nuclear catastrophe in Chernobyl ( in today ’s Ukraine ) in April 1986 caused widespread fear of nuclear power and strengthened the anti-nuclear sentiment .,['ACCIDENTS/SECURITY']
"Radiation is like virtually all other agents , both chemical and physical , to which life has been exposed during the 3 billion or so years of life on earth .",['OTHER']
"Similar future catastrophes could be the result of an accident , sabotage by disgruntled employees or a terrorist attack .",['ACCIDENTS/SECURITY']
Like Chernobyl had 50 deaths .,['ACCIDENTS/SECURITY']
The additional contribution from all man-made sources of radiation is much smaller .,['HEALTH_EFFECTS']
Possibly the largest hurdle of all is the fact that some wealthy and powerful interest groups have invested a great deal of time and money into building the myth that there is “ no safe dose ” of radiation because they know that the truth will enable nuclear energy to flourish at their expense in the energy supply market .,['HEALTH_EFFECTS']
Renewed operation of TMI-1 may well cause psychological health problems for these people .,['HEALTH_EFFECTS']
Fistly if its not properly secured something bad could happen and lots of people could die .,['ACCIDENTS/SECURITY']
"Compare that to the 4,000 people the World Health Organization estimates were victimized by the Chernobyl nuclear disaster ( and that number includes those born with genetic mutations following the meltdown ) , and nuclear seems like much less of a health risk .","['HEALTH_EFFECTS', 'ACCIDENTS/SECURITY']"
"Perhaps it ' s because she was born after Three Mile Island ( and was n't old enough to watch the news during Chernobyl ) , but the Lantern does n't find herself particularly freaked out by atomic energy .",['ACCIDENTS/SECURITY']
A similar accident happened in Japan in 2011 after a tsunami hit the Fukushima Nuclear Power Plant .,['ACCIDENTS/SECURITY']
The Cleaning power of Ionizing radiation will even help remove DNA damaged by the “ free ” radicals that may have caused the genetic damage in the first place and still be in place in the DNA molecule .,['HEALTH_EFFECTS']
"Of course , accidents are not the only measure of safety , and the absence of accidents does not necessarily indicate that there are no safety problems .",['ACCIDENTS/SECURITY']
"There is also the potential for a nuclear reactor disaster , such as the explosion and meltdown that occurred at Chernobyl in the Soviet Union in 1986 or the partial core meltdown at Three Mile Island in the United States in 1979 .",['ACCIDENTS/SECURITY']
"The government ' s Nuclear Regulatory Commission has a set safety goal for every reactor in the country : The chance of an accident that results in radioactivity being released to the environment must be no more than one in a million , as determined by probabilistic risk assessment .","['ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY']"
"The Chernobyl plant lacked a fundamental safety structure found in western plants , a steel-reinforced concrete shell that completely encapsulates the nuclear reactor vessel .",['ACCIDENTS/SECURITY']
"If a meltdown were to occur in either the reactor or the spent fuel pool , the accident could kill and injure tens of thousands of people , cost billions of dollars in damages and leave large regions uninhabitable .","['ENVIRONMENTAL_IMPACT', 'COSTS', 'ACCIDENTS/SECURITY']"
With a lot of hard work * hopefully * we will land somewhere between a catastrophe and loss of most of the web of life as we know it .,"['ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY']"
The chances of a meltdown is as low as it ever could be and about the uranium we do n't need to worry we have one third of the world ' s .,"['ACCIDENTS/SECURITY', 'RELIABILITY']"
"Despite assurances from U.S. politicians and the nuclear industry that a similar disaster “ could n’t happen here , ” the possibility of a nuclear accident in the United States is very real .",['ACCIDENTS/SECURITY']
"The potential for another accident , should TMI 1 be allowed to operate , would compound and make permanent the damage , trapping the residents in disintegrating and dying communities and discouraging . . . essential growth . ""","['ENERGY_POLICY', 'ACCIDENTS/SECURITY']"
"Finally , we consider ourselves fortunate to be in the company of many of the aforementioned nuclear engineers and scientists and biological hormesis researchers who have also been accelerating their attempts to reach the public with the truth about nuclear energy and radiation , in order to educate and mitigate the public ’s phobic response , and to combat the anti-nuclear disinformation campaign .",['PUBLIC_DEBATE']
"As U.S. government nuclear experts are arguing that Japanese authorities extend the current 12-mile evacuation and exclusion zone around Fukushima to 50 miles , a serious accident at Indian Point would mean relocating 17 million people .",['ACCIDENTS/SECURITY']
The Chernobyl disaster is perhaps one of the worst in human history .,['ACCIDENTS/SECURITY']
"Moreover , scientific studies have shown that the full consequences of the Chernobyl disaster could top a quarter of a million cancer cases and nearly 100,000 fatal cancers .","['HEALTH_EFFECTS', 'ACCIDENTS/SECURITY']"
"They may suffer "" anxiety , tension and fear , a sense of helplessness , "" and accompanying physical disorders , n . 2 , supra , because of the risk that their relatives may be harmed in a nuclear accident .",['ACCIDENTS/SECURITY']
"The 40-year-old Indian Point nuclear plant , less than 30 miles from New York City , has a history of safety problems and sits on two fault lines .",['ACCIDENTS/SECURITY']
The U.S. department that would be in charge of such an operation is the same one that brought us the chaotic and ineffective evacuation of the much smaller city of New Orleans during the 2005 Hurricane Katrina debacle : the Department of Homeland Security .,['ENERGY_POLICY']
"Three Mile Island , Chernobyl and Fukushima top the list of its negatives .",['ACCIDENTS/SECURITY']
"Reeling from a 9.0 earthquake and a devastating tsunami , Japan is now several weeks into the nuclear crisis at Fukushima , and desperate measures are all that ’s left .",['ACCIDENTS/SECURITY']
"To others , it is an accident waiting to happen , a terrorism risk , a reckless use of technology than can permanently scar our planet , leaving vast swathes uninhabitable for thousands of years .","['ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY']"
"However , serious safety problems continue to arise because the NRC does not adequately enforce those standards .",['ACCIDENTS/SECURITY']
Open the castors and die of radiation ?,['HEALTH_EFFECTS']
"Of course it is possible that each system in this series of back-ups might fail one after the other , but the probability for that is exceedingly small .",['ACCIDENTS/SECURITY']
"Even if you lived right next door to a nuclear power plant , you would still receive less radiation each year than you would receive in just one round-trip flight from New York to Los Angeles . """,['HEALTH_EFFECTS']
"( b ) NEPA does not require agencies to evaluate the effects of risk , qua risk .",['OTHER']
"The remaining facilities might be so limited or so expensive that [ 460 U.S. 766 , 774 ] many ill people would be unable to afford medical care and would suffer severe health damage .",['OTHER']
Three simultaneous ongoing complete meltdowns have proven impossible to stop or contain since they started almost 2 years ago .,['ACCIDENTS/SECURITY']
"According to the UK ’s National Radiation Protection Board , doses from the entire nuclear industry amount to less than one percent of our total exposure .",['HEALTH_EFFECTS']
"Hundreds of thousands people had to be evacuated , and millions more were left to live in areas that were dangerous to their health and lives .",['HEALTH_EFFECTS']
"Retrieved 1.23.08 - "" High risks : Despite a generally high security standard , accidents can still happen .",['ACCIDENTS/SECURITY']
"There would be environmentalism in the USSR , but not until the terrible accident that took place in Chernobyl in 1986 ( 3 , p4 ) .",['ACCIDENTS/SECURITY']
People exposed to high levels of radiation will die or suffer other health consequences within days or weeks .,['HEALTH_EFFECTS']
"The consequences of an accident would be absolutely devastating both for human being as for the nature ( see here , here or here ) .","['ENVIRONMENTAL_IMPACT', 'HEALTH_EFFECTS', 'ACCIDENTS/SECURITY']"
"By now , everybody knows what happened at Chernobyl , Three Mile Island and most recently - Fukushima .",['ACCIDENTS/SECURITY']
10 We believe that the element of risk lengthens the causal chain beyond the reach of NEPA .,['OTHER']
The radiation bombarding us goes up 10 percent when we sleep next to another human .,['HEALTH_EFFECTS']
"According to authoritative UN figures , the Chernobyl death toll is 56 ( 31 workers at the time , more since and nine from thyroid cancer ) .","['HEALTH_EFFECTS', 'ACCIDENTS/SECURITY']"
Neither the language nor the history of NEPA suggests that it was intended to give citizens a general opportunity to air their policy objections to proposed federal actions .,['ENERGY_POLICY']
This could result in a level of destruction hitherto unenvisaged .,['ACCIDENTS/SECURITY']
Imagine a world where the precautionary principle rules because any NPP accident is seen as disastrous ( millions die – even when they do n’t ) .,['ACCIDENTS/SECURITY']
"Because of their advanced design and sophisticated containment structures , U.S. nuclear plants emit a negligible amount of radiation . . . You would have to live near a nuclear power plant for over 2,000 years to get the same amount of radiation exposure that you get from a single diagnostic medical x-ray .",['HEALTH_EFFECTS']
"On a day when one plant ( TMI-1 ) was shut down for refueling , the other plant ( TMI-2 ) suffered a serious accident that damaged the reactor and caused widespread concern .",['ACCIDENTS/SECURITY']
That element of risk lengthens the causal chain beyond NEPA ' s reach .,['ENVIRONMENTAL_IMPACT']
The radiation from a reactor is tiny : about as much as that from our own bodies .,['HEALTH_EFFECTS']
Community institutions have already been weakened as a result of a loss of citizen confidence in the ability of these institutions to function properly and in a helpful manner during a crisis .,['OTHER']
Then there was another accident that happened in Fukushima in Japan .,['ACCIDENTS/SECURITY']
On 6 August 1945 a single nuclear bomb devastated the Japanese city of Hiroshima .,['WEAPONS']
"The accident at [ TMI-2 ] has already impaired the health and sense of well being of these individuals , as evidenced by their feelings of increased anxiety , tension and fear , a sense of helplessness and such physical disorders as skin rashes , aggravated ulcers , and skeletal and muscular problems .",['HEALTH_EFFECTS']
We emphasize that in this case we are considering effects caused by the risk of an accident .,['ACCIDENTS/SECURITY']
secondly we have so much nuclear energy that if we did have an accident it would be one of the biggest accidents .,['ACCIDENTS/SECURITY']
"Nastya , from Belarus was only three years old when she was diagnosed with cancer of the uterus and lungs .",['HEALTH_EFFECTS']
Estimates conclude that somewhere between 15 000 and 30 000 people lost their lifes in the Chernobyl aftermath and more than 2.5 million Ukrainians are still struggling with health problems related to nuclear waste .,"['WASTE', 'HEALTH_EFFECTS']"
Read CND ' s summary of the German government-commissioned research that shows increases in cancer in children under five living near nuclear power stations .,['HEALTH_EFFECTS']
We know what the errors in the construction of Chernobyl and the 1950s design in Fukushima are .,['ACCIDENTS/SECURITY']
"Even with all the safety checks in the world , people make errors and the slightest error could be very costly indeed .",['ACCIDENTS/SECURITY']
Claims that nuclear energy is “ safe ” have no more grounding than the land the decimated Fukushima power plant sits upon .,['ACCIDENTS/SECURITY']
"One of Caldicott ’s more outrageous contentions – that she calls into play as a fallback position and that belies her claim to being “ knowledgeable , ” or to being “ truthful and honest ” – is that human-made radiation is qualitatively different from natural background radiation .",['HEALTH_EFFECTS']
"Of course , the high-profile 1986 Chernobyl accident — the poster child for catastrophic nuclear meltdown — together with the Fukushima Daiichi nuclear disaster ( a consequence of the 2011 Tōhoku earthquake and tsunami ) have done little to increase public confidence in nuclear power .",['ACCIDENTS/SECURITY']
"We all remember the Chernobyl accident , where the harmful effects of nuclear radiation on humans can even be witnessed today .","['HEALTH_EFFECTS', 'ACCIDENTS/SECURITY']"
If a nuclear factory broke down lots of people will die because some people are exposed to it .,['HEALTH_EFFECTS']
In the light of the twin towers atrocity this is a completely unacceptable risk .,['ACCIDENTS/SECURITY']
"And costs are only so high , because safety standards have been forced to absurd levels by greens .","['COSTS', 'ACCIDENTS/SECURITY']"
"Operation of [ TMI-1 ] would be a constant reminder of the terror which they felt during the accident , and of the possibility that it will happen again .",['ACCIDENTS/SECURITY']
"If these weapons go into the wrong hands , that could be the end of this world .",['WEAPONS']
"PANE contended that restarting TMI-1 would cause both severe psychological health damage to persons living in the vicinity , and serious damage to the stability , cohesiveness , and well-being of the neighboring communities .",['HEALTH_EFFECTS']
"Lower radiation levels can cause cell damage that will eventually lead to cancer , which may not appear for years or even decades .",['HEALTH_EFFECTS']
"A nuclear station broke down and massive amounts of radiation leaked out , killing many people over time and making some areas uninhabitable .","['ENVIRONMENTAL_IMPACT', 'HEALTH_EFFECTS']"
"But in the 31 years since the partial meltdown at Three Mile Island , there have n't been any emergencies in the United States that remotely approached the severity of that incidentâ € ” though there have been some close calls .",['ACCIDENTS/SECURITY']
Secondly there are some downs the downs are if a earthquake happens or tsunami happens the power plant will have a explosion and if we have a meltdown which radiation zone .,['ACCIDENTS/SECURITY']
People may need to be permanently evacuated from areas contaminated with radiation .,['ENVIRONMENTAL_IMPACT']
"The allied concept of “ carpet bombing ” civilian population centers ( two days of incendiary carpet bombing by U.S. pilots killed more than 100,000 residents of Tokyo during the war ) had now advanced to the next level : total annihilation .",['OTHER']
"We do not understand how the accident at TMI-2 transforms PANE ' s contentions into "" environmental effects . """,['ACCIDENTS/SECURITY']
"The plaintiffs in these cases could have alleged [ 460 U.S. 766 , 777 ] that the risk of crime ( or their dislike of the occupants of the facility ) would cause severe psychological health damage .",['HEALTH_EFFECTS']
"While the casualties were not as high as with the Chernobyl accident , the environmental effects were disasterous .","['ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY']"
Such a terrorist act would have catastrophic effects for the whole world .,['ACCIDENTS/SECURITY']
"According to Tetsuo Iguchi , a professor in the department of quantum engineering at Nagoya University , if further complications arise and the situation deteriorates further , “ The worst-case scenario is that a meltdown makes the plant ’s site a permanent grave . ”",['ACCIDENTS/SECURITY']
"If a containment field were to rupture suddenly , the resulting leak of radiation could be catastrophic .","['ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY']"
Disasters • One of the biggest disadvantages of nuclear energy is the occurrence of accidents due to core meltdown .,['ACCIDENTS/SECURITY']
"Factoring in the entire dose of natural background radiation accumulated over a lifetime , the risk of developing cancer as a result of this exposure is estimated to be roughly 1 in 100 .",['HEALTH_EFFECTS']
"With the nuclear industry ’s litany of smaller radioactive leaks , accidents , opaque safety plans , and a history of cover-ups , people have every right to be very alarmed at the potential for a devastating nuclear accident coming to a plant near them .",['ACCIDENTS/SECURITY']
The Court of Appeals for the District of Columbia Circuit held that the NRC improperly failed to consider whether the risk of an accident at TMI-1 might cause harm to the psychological health and community well-being of residents of the surrounding area .,"['HEALTH_EFFECTS', 'ACCIDENTS/SECURITY']"
"If you lived within 50 miles of a nuclear power plant , you would receive an average radiation dose of about 0.01 millirem per year .",['HEALTH_EFFECTS']
"In 2 out of 3 melt-downs there would be no deaths , in 1 out of 5 there would be over 1,000 deaths , and in 1 out of 100,000 there would be 50,000 deaths .",['ACCIDENTS/SECURITY']
"After the accident at Three Mile Island , building of nuclear power generation stopped .",['ACCIDENTS/SECURITY']
"While none of the safety problems harmed plant employees or the public , they occurred with alarming frequency — more than once a month — which is high for a mature industry .",['ACCIDENTS/SECURITY']
According to local doctors the region has seen a huge increase in childhood cancer cases since the Chernobyl disaster .,"['ACCIDENTS/SECURITY', 'HEALTH_EFFECTS']"
"An egregious example is the often repeated — by Caldicott , Gundersen and Hunziker — number of 1 million deaths as a direct result of Chernobyl .","['ACCIDENTS/SECURITY', 'HEALTH_EFFECTS']"
"Aided by a corrupt IAEA , the world has been subjected to a massive cover-up and deception about the true damages caused by Chernobyl . ”",['ACCIDENTS/SECURITY']
There were no deaths or serious radiation doses from the Fukushima accident .,"['ACCIDENTS/SECURITY', 'HEALTH_EFFECTS']"
In that case the reactor time constants are long and so the reactor is relatively easy to control .,['OTHER']
Nuclear energy is safe and secure .,['ACCIDENTS/SECURITY']
"In all countries using nuclear energy there are well established procedures for storing , managing and transporting such wastes , funded from electricity users .",['WASTE']
The nuclear industry is heavily regulated .,['OTHER']
"Thirty-two U.S. reactors have fuel pools on the upper levels of the reactor building , shielded only by sheet metal and an open invitation to air attack .",['ACCIDENTS/SECURITY']
"Uranium mine rehabilitation ensures that these are safe , stable and will cause no harm .",['ACCIDENTS/SECURITY']
There is no evidence of an imminent threat to bulk reliability to justify interim subsidies .,['ENERGY_POLICY']
The % of Pa that would absorb extra neutrons in the blanket salt is low enough to ignore .,['OTHER']
"And even if a jumbo jet did crash into a reactor and breach the containment , the reactor would not explode .",['ACCIDENTS/SECURITY']
"While no technology can be perfectly safe , nuclear power is an inherently risky technology , and minimizing its risks requires stringent safety standards and practices .",['ACCIDENTS/SECURITY']
Power reactors are well equipped to survive an impact of that kind without any significant radiological hazard locally .,['ACCIDENTS/SECURITY']
There is no evidence of any harm below about 100 mSv / yr .,['HEALTH_EFFECTS']
Uranium mining is highly regulated in most countries and standards ensure that no adverse health effects are likely .,['HEALTH_EFFECTS']
"The industry has shown that it can safely handle , transport and store the radioactive wastes generated by nuclear power .",['WASTE']
"Any car bomb would n’t work , as the several meters of concrete separating the reactor core from the outside world would protect it from such an explosion .",['ACCIDENTS/SECURITY']
"And although the reactor itself was crippled , there was no injury or death among nuclear workers or nearby residents .",['HEALTH_EFFECTS']
Any water release is of surface run-off and is close to drinking standard .,['HEALTH_EFFECTS']
"Both of these plants were licensed by the NRC after extensive proceedings , which included preparation of Environmental Impact Statements ( EIS ' s ) .",['ENVIRONMENTAL_IMPACT']
Periodic inspections also ensure that each facility operates safely .,['ACCIDENTS/SECURITY']
"The nuclear waste buried in pits at the production sites is no threat to Gaia and dangerous only to those foolish enough to expose themselves to its radiation . """,['WASTE']
A sever accident with a salt cooled reactor would provide a perfect water born path to spread contamination from the long half life products .,"['ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY']"
"... No accidents of any kind have ever marred these dockings , no leaks have cleared blocks of cities ; no emergencies have been declared . """,['ACCIDENTS/SECURITY']
Utilities operating nuclear power plants must prove to the NRC that each plant can meet these stringent safety standards .,['ACCIDENTS/SECURITY']
Water discharged from a nuclear power plant contains no harmful pollutants and meets regulatory standards for temperature designed to protect aquatic life .,['ENVIRONMENTAL_IMPACT']
Any reactor licensable in the West has a substantial containment structure and most also have a very robust pressure vessel and internal structures .,['OTHER']
"As he says , the modern nuclear plants as approved for Georgia are passively safe , requiring no operator intervention to shut down in an emergency .",['ACCIDENTS/SECURITY']
France and Germany have been using Nuclear power for years and they have n't had any problems .,['OTHER']
They are not shut-down because they have no safety problems to date .,['ACCIDENTS/SECURITY']
Nuclear power fitted neatly into the existing electricity generation and distribution system .,['OTHER']
"Efforts to ensure that nuclear power plants maintain this safety record are constantly emphasized , and the record compares favorably with all other ways of making electricity . ”",['ACCIDENTS/SECURITY']
"Once built , the cost to operate a nuclear power plant is constant and predictable since the uranium fuel cost amounts to less than $ 0.0003 per KWH .",['COSTS']
The “ chain reaction ” that is necessary to get the fission process going has to be relentlessly monitored to keep it within tolerable limits .,['ACCIDENTS/SECURITY']
"Nuclear waste is minimal , solid , and manageable James Lovelock , Honorary Visiting Fellow , Green College , Oxford University .",['WASTE']
"Nuclear-powered ships demonstrate safety of nuclear energy US Senator Pete Domenici writes in his book "" A Brighter Tomorrow : Fulfilling the Promise of Nuclear Energ "" : "" nuclear power plants roam the world daily without any significant problems .",['ACCIDENTS/SECURITY']
Major uranium mines in Australia and Canada have ISO14001 certification .,['OTHER']
The United States has relatively strong safety standards for nuclear power .,['ACCIDENTS/SECURITY']
"Hundreds of systems monitor , control , and support the safe operation of the reactor at each power plant .",['ACCIDENTS/SECURITY']
"All nuclear reactors , at least in the West , are insured .",['OTHER']
Nuclear plants also are safe for workers .,['HEALTH_EFFECTS']
"These plants are designed , licensed , constructed , and operated to rigorous requirements established by the NRC .",['ACCIDENTS/SECURITY']
"When these safety systems are properly installed and maintained , they function adequately .",['ACCIDENTS/SECURITY']
"Hence the need to keep the core cooled at all times , for control rods to drop into place at a moment ’s notice , to avoid radioactive leaks , for multiple back-up systems and fail-safe devices , at least two containment vessels , an evacuation plan , regular testing of workers and the surroundings , and so on .",['ACCIDENTS/SECURITY']
"Nuclear proponents also argue that nuclear energy production is constant , unlike fickle winds and sunshine .","['RENEWABLES', 'RELIABILITY']"
The U.S. Navy has been safely operating nuclear reactors on ships for over 50 years .,['ACCIDENTS/SECURITY']
A nuclear power plant when in the mode of producing energy can run uninterrupted for even a year .,['RELIABILITY']
"Advocates are fond of noting that nuclear power now provides 70 percent of the country ' s "" carbon-free "" energy .",['ENVIRONMENTAL_IMPACT']
"Studies by the National Cancer Institute , The United Nations Scientific Committee of the Effects of Atomic Radiation , the National Research Council ’s BEIR VII study group and the National Council on Radiation Protection and Measurements all show that U.S. nuclear power plants effectively protect the public ’s health and safety .",['HEALTH_EFFECTS']
